ID	Positive_score	Negative_score	Content
218	1	0	RT @Marvel: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/ScemkA09Uo
219	1	3	Only 10 more days until #InfinityWar ..... but why do I feel like I need to bring tissues this time 😩🤔
220	0	0	RT @Marvel: Assemble the sweetest breakfast on Earth with these @Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/J4jmlS1…
221	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
222	0	0	An entire universe. Once and for all #Avengers #InfinityWar
223	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
224	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
225	0	0	@MarvelStudios @Marvel My journey began with #IronMan have been a fan ever since then, and I have to say, I've neve… https://t.co/OVX2x5cMxF
226	0	0	@MarvelStudios The first movie I watched in theaters was #avengers. After that I asked for a DVD every year for my… https://t.co/CHWW562Bqp
227	0	0	@MarvelStudios @gofooji I cant wait !  #Avengers + #InfinityWar
228	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
229	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
230	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
231	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
232	0	0	RT @MarvelousRealm: 9 Days To Go 🚨
#Avengers #InfinityWar https://t.co/qHqalCOWhs
233	0	0	#Avengers + #InfinityWar. It all started when I picked the movie "Iron Man" to watch in the cinema. Since then I wa… https://t.co/dkzYvo1VEp
234	0	0	RT @RegalMovies: Check out @theMoviebill exclusive @AVENGERS: #InfinityWar COVER ART! Get your hands on the full edition opening weekend st…
235	2	0	RT @thorofficial: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/JjbjHze1VD ht…
236	0	0	#infinitywar + #avengers so pumped for this one!
237	1	0	@MarvelStudios When me and my dad went to see the 1st Iron Man and the Incredible Hulk back in ‘08👨‍👦#Avengers #InfinityWar
238	1	0	I'm a Marvel lifer #Avengers + #InfinityWar.
239	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
240	0	0	@MarvelStudios @Avengers I was 9 years old when I saw Iron Man and I’ve been at every premiere since! #Avengers + #InfinityWar
241	2	0	RT @Avengers: "You guys know I can move things with my mind, right?" Marvel Studios' "Avengers: #InfinityWar opens in theaters April 27. #S…
242	1	0	@MarvelStudios I remember going to the theater ready to see Iron Man as an 8-year old and wasn’t aware that it woul… https://t.co/pY32SjMFdT
243	2	0	RT @Iron_Man: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/yhRZaQYVpD https:…
244	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
245	1	0	@MarvelStudios @gofooji I like movies 🎥 #Avengers + #InfinityWar.
246	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
247	2	0	Enter for a chance to win the #MARVEL 18 Movie Collection Giveaway #InfinityWarEvent #InfinityWar #Giveaway #FREE… https://t.co/NGTeVpZjgX
248	0	0	An entire universe. Once and for all #Avengers #InfinityWar
249	3	0	Nothing like spending time with your best friend. #ironman #marvelfan #marvel #marveluniverse #bestfriend #bff… https://t.co/xRx3B447kL
250	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
251	0	0	Imagine if most of the clips in the #InfinityWar trailer are actually from the second movie rather than the first
252	0	0	An entire universe. Once and for all #Avengers #InfinityWar
253	0	0	@MarvelStudios @gofooji With Iron Man in the big screen of course. Been hooked ever since. #avengers #infinitywar
254	0	0	@MarvelStudios #Avengers + #InfinityWar = Epic
255	0	0	@MarvelStudios Started with The Avengers. I wanted that more than anything. Since then, I’ve been going to fan prem… https://t.co/SuPuwM2a3s
256	0	0	@MarvelStudios Ever since the first Iron Man came out but then I went hardcore when The #Avengers came out! #InfinityWar
257	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
258	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
259	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
260	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
261	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
262	0	0	i want to get a shirt with a @Marvel character on it so i can wear it when i see #InfinityWar but i just caN’t choo… https://t.co/Yj6HB3lGTc
263	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
264	0	0	RT @CBR: How Ant-Man and The Wasp Connects to #InfinityWar 
https://t.co/GyBTXNakeF https://t.co/wjshdLxKCM
265	1	1	I watched the original Thor in theaters and then watched Cap: TFA and completely fell in love with the MCU!… https://t.co/EILfoPiYZ0
266	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
267	0	0	Watched Iron Man in the theater with my family when I was 12. Near-perfect attendance for me ever since.
#Avengers… https://t.co/kg88o7WD3F
268	1	1	It started when Iron Man hit theaters, me and my family immediately watched it. I fell in love with the character,… https://t.co/UqEI4fRahU
269	0	1	#Avengers #infinitywar I started with #Ironman Tony Stark is the reason why I started watching these movies.… https://t.co/DZGGX66pJO
270	0	0	@MarvelStudios #avenger +#InfinityWar I really started my journey when seeing my first 3d movie which was the first… https://t.co/poKrnTyqhl
271	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
272	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
273	1	0	RT @MissedtheBusPod: Oh my... 😍😍 #Marvel #InfinityWar #Avengers https://t.co/xsZbsTMgAr
274	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
275	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
276	0	0	@MarvelStudios Tweet with #Avengers + #InfinityWar.
277	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
278	0	0	Captain America The First Avenger started my MCU journey ❤️

#Avengers #InfinityWar https://t.co/ROmQfI2ieh
279	1	0	RT @MarvelEntCA: In 10 Days destiny arrives. Get your tickets to Avengers: #InfinityWar now: https://t.co/WByjNdqLfi https://t.co/ioad5PYGJJ
280	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
281	0	0	RT @cyanwhisky: #infinitywar #Mantis  umm... looks familiar🙃??? https://t.co/zFBLr5JNKQ
282	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
283	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
284	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
285	0	0	@MarvelStudios #avengers #InfinityWar The First Avenger was the first movie i watched the whole way through but i h… https://t.co/eKa7ZUVraG
286	0	0	@MarvelStudios Saw Iron Man and Captain America, hooked! #Avengers #InfinityWar
287	0	0	RT @cyanwhisky: #infinitywar #Mantis  umm... looks familiar🙃??? https://t.co/zFBLr5JNKQ
288	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
289	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
290	1	0	RT @Spiders_Unite: @MarvelStudios @Marvel I've been into Iron Man since I own it on DVD in 2008, 10 years later my favorite character, Spid…
291	2	0	RT @Hulk: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/T0vGjAPGGL https://t.…
292	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
293	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
294	0	1	Every bone in my body wants to watch that #Rampage movie, but no one seems to wanna join me. They all go: "It looks… https://t.co/CwsCXAF4hk
295	0	0	Tweet #Avengers + #InfinityWar
296	2	0	@MarvelStudios @brianycus My journey started with Iron Man and the Incredible Hulk. I remember loving both movies t… https://t.co/cWTR2aspg1
297	2	0	RT @chrishemsworth: Benefit @AusChildhood when you enter to win a trip to meet me at the premiere of @Avengers​: #InfinityWar! Each entry i…
298	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
299	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
300	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
301	0	0	RT @cyanwhisky: #infinitywar #Mantis  umm... looks familiar🙃??? https://t.co/zFBLr5JNKQ
302	0	0	@MarvelStudios I started in 2012 with The Avengers! And now here waiting Infinity War! #Avengers #InfinityWar
303	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
304	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
305	0	0	@MarvelStudios I started reading #ScarletWitch comics,then I saw the first #Avengers movie and the rest is history,… https://t.co/yrVGczBQV2
306	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
307	0	1	@MarvelStudios Been here ever since Iron Man built his first suit out of some scraps in a cave. #Avengers #InfinityWar
308	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
309	0	0	RT @cyanwhisky: #infinitywar #Mantis  umm... looks familiar🙃??? https://t.co/zFBLr5JNKQ
310	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
311	1	0	RT @Avengers: Get a special behind-the-scenes look at Marvel Studios' "Avengers: #InfinityWar," featuring interviews with the cast. See it…
312	1	0	RT @Avengers: The universe changes forever. Marvel Studios' "Avengers: #InfinityWar" is in theaters April 27. Get tickets now: https://t.co…
313	1	0	RT @MarvelStudios: @FacuLobo23 Ready? Let's go. https://t.co/aeWgjGSsiB #Avengers #InfinityWar #10Days
314	0	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
315	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
316	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
317	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
318	0	0	@MarvelStudios 10 years ago i was a high school freshman when Iron Man came out. 

my dad stressed on focusing on t… https://t.co/E1ILefX83m
319	1	0	@MarvelStudios @Marvel Idk one day I just decided to try one of the movies and I liked it so much that I was a fan… https://t.co/zmbGgCQ6LX
320	0	0	The one who started it all. #IronMan #Avengers #InfinityWar https://t.co/PLpG8WQI2q
321	0	0	@MarvelStudios @Iron_Man It all started in #2008. You know what I mean 😍  #Avengers #InfinityWar
322	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
323	0	0	RT @chadwickboseman: New @Avengers: #InfinityWar trailer just dropped. See you April 27th 🙅🏾‍♂️ 🎟 https://t.co/bAueXRZCYV https://t.co/BcuP…
324	1	0	@MarvelStudios @gofooji #Avengers + #InfinityWar Dang, it's been a long, fun ride!
325	1	0	RT @DanielMaxtinezz: The best description ever.
#Avengers #InfinityWar #Thanos #TomAndJerry https://t.co/AcAmFG8qno
326	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
327	2	0	RT @chrishemsworth: New @avengers #infinitywar #thor posters are dropping like hot cakes, this one is look #57, prep time 34 yrs, cooking t…
328	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
329	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
330	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
331	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
332	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
333	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
334	0	1	Newest piece is Green Arrow. That last episode was intense. The way it should be. #bringbackseason2 #arrow… https://t.co/HmZGDVGL9P
335	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
336	1	0	RT @CaptainAmerica: It’s all been leading to this. @Avengers: #InfinityWar #CaptainAmerica https://t.co/bT4bn7XwDf
337	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
338	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
339	2	0	RT @Iron_Man: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/yhRZaQYVpD https:…
340	0	0	@MarvelStudios @Avengers My journey actually started a bit late
Its when i saw d age of ultron poster n immediately… https://t.co/oG76nQFG2s
341	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
342	0	0	@MarvelStudios @gofooji #Avengers + #InfinityWar I started my journey through my sons...with Captain America
343	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
344	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
345	0	0	RT @Marvel: Assemble the sweetest breakfast on Earth with these @Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/J4jmlS1…
346	0	0	RT @Marvel: Assemble the sweetest breakfast on Earth with these @Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/J4jmlS1…
347	1	0	@MarvelStudios May. 2008. Iron Man. Its been great.
#Avengers #InfinityWar
348	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
349	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
350	0	0	@MarvelStudios @CaptainAmerica I’d been a casual watcher of MCU films since Iron Man... but then The Winter Soldier… https://t.co/MJACGCdJkL
351	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
352	2	0	RT @chrishemsworth: Benefit @AusChildhood when you enter to win a trip to meet me at the premiere of @Avengers​: #InfinityWar! Each entry i…
353	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
354	0	0	@MarvelStudios The first Iron Man movie! I saw it in theaters and reviewed it for my high school paper #avengers #infinitywar
355	0	1	RT @PhotosAdvices: #InfinityWar directors tease a load of deleted scenes https://t.co/bE955EP19t https://t.co/OkNscCpzyK
356	0	0	@MarvelStudios #Avengers + #InfinityWar since I saw Avengers on the big screen
357	0	0	10 years ago i was a high school freshman when Iron Man came out. 

my dad stressed on focusing on the robotics and… https://t.co/vG4EdkqE4b
358	0	1	10 days till #InfinityWar yoh I can't wait 😭
359	0	0	Started with Iron Man in middle school and now we are here! LETS GO #Avengers + #InfinityWar
360	2	0	Have you assembled your squad ready for #InfinityWar? We've got 2 for £12 on #Marvel DVDs and 2 for £15 on blu ray!… https://t.co/MKhW7PE9Xo
361	0	0	@MarvelStudios @CaptainAmerica #Avengers + #InfinityWar started with #IronMan, #CaptainAmerica
362	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
363	1	0	RT @Marvel: “Nothing lasts forever.” Marvel Studios' @Avengers: #InfinityWar comes to theaters April 27. #BlackWidow https://t.co/kKEigiP92H
364	0	0	@Minecraft_HE @BitchBie @Darantino @Steven3449 @MarvelStudios @Avengers No haha I'm referring to what's going down… https://t.co/KG8OARdVH8
365	0	0	@MarvelStudios Started with #incrediblehulk  #Avengers  + #infinitywar
366	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
367	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
368	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
369	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
370	2	0	RT @ThatAshleyErin: 10 Days left to WIN The Ultimate #Marvel Movie Collection!! https://t.co/2zbTiCUz4n 

#InfinityWar #InfinityWarEvent #M…
371	0	0	@MarvelStudios the first movie I saw was "guardians of the galaxy" #avengers #InfinityWar
372	1	0	RT @Avengers: Watch the new Marvel Studios’ "Avengers: #InfinityWar" trailer. Get your tickets now: https://t.co/kctg8VkHan https://t.co/bG…
373	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
374	1	0	@804StreetMedia You’re welcome. I saw Black Panther &amp; will go see #InfinityWar with my family for my birthday. I be… https://t.co/XyMSP7XVRu
375	0	0	@MarvelStudios Started from Ironman 2 until FOREVA #Avengers #InfinityWar
376	1	0	RT @marvelunsolved: Peter &amp; Tony against Thanos, what a powerful family. #InfinityWar https://t.co/7Z7PCArgjW
377	1	0	RT @MarvelStudios: @CoreyDParker_ Ready? Let's go. https://t.co/dZuSebvUtW #Avengers #InfinityWar #10Days
378	0	0	@MarvelStudios With Iron man! #Avengers #InfinityWar
379	1	0	RT @MarvelStudios: @nicktominson Ready? Let's go. https://t.co/J3ovKvUBSs #Avengers #InfinityWar #10Days
380	0	0	@MarvelStudios Read comics since I was 10, been watching since Ironman, seen all 18 so far.  Caught my daughters up… https://t.co/5mhor4YY9u
381	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
382	0	0	Watched Avengers 6 years ago, it was one of the last showings before its theatre run was over and we showed up late… https://t.co/tnMkMETJQP
383	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
384	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
385	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
386	2	0	@MarvelStudios I started with Iron Man! Ever since I was shown the amazing world of marvel and I started reading al… https://t.co/jf8iu0bB1b
387	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
388	0	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
389	0	0	Tell us how you started your journey through the MCU! Tweet with #Avengers + #InfinityWar. Iron Man!
390	0	0	I’ve been a casual MCU fan since Iron Man came out and especially after TWS. The past few months I’ve really done a… https://t.co/qQSSX1mRea
391	0	0	@MarvelStudios @Avengers I started my journey when my brother decided to go to see Iron Man but he didn't have anyo… https://t.co/oBWLJhGywJ
392	0	0	RT @Bosslogic: How is this not a meme yet ? #InfinityWar https://t.co/1DmFk1Q8u9
393	0	0	@MarvelStudios @Avengers #InfinityWar #avengers I started when my father took me to the first Guardians Movie and t… https://t.co/2yy0VYwJhy
394	0	0	RT @InfiniteUniPod: When you need to keep the time while destroying half the universe. 
#Thanos #AvengersInfinityWar #Avengers #InfinityWar…
395	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
396	1	0	@MarvelStudios @gofooji I've loved the MCU since the first Iron man!
#Avengers #InfinityWar
397	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
398	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
399	0	0	@MarvelStudios I've started with the first Avengers movie.
#Avengers + #InfinityWar
400	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
