ID	Positive_score	Negative_score	Content
365	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
366	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
367	0	0	An entire universe. Once and for all #Avengers #InfinityWar
368	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #CaptainAmerica https://t.co/H1KJEHn3ZQ
369	0	0	@MarvelStudios IRON MAN. Dad took my brother and I to go see it as kids. #Avengers + #InfinityWar
370	1	1	I went to the opening day release of Iron Man on May 2, 2008.  I remember an overwhelming sense of happiness to see… https://t.co/fXITBFoxMF
371	0	2	RT @MarvelousRealm: New #Avengers #InfinityWar TV Spot
[⚠️ Warning: New Footage 🚨]
https://t.co/lS9BaeTrfL https://t.co/iwqERi7bj5
372	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
373	0	0	@MarvelStudios @gofooji #Avengers + #InfinityWar. From the 1st
374	1	0	@MarvelStudios @gofooji It’s been a fun ride #Avengers #infinitywar
375	0	0	Where exactly is the Soul Stone? We explain the 10 biggest theories: https://t.co/d7fIJZvi0m #InfinityWar https://t.co/WA3Cp7dvJ3
376	0	0	@MarvelStudios In 2008, my father brought me and my sibling to the cinema to watch Iron Man. Since then, we watched… https://t.co/o47Tx3MGwe
377	7	0	Waiting for #AVENGERS #INFINITYWAR like: 
😍🔥🔥😂 @Marvel https://t.co/kSjxqnsHei
378	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
379	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
380	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
381	0	1	#Avengers + #InfinityWar I remember seeing Iron Man in the movies in 2008 and seeing Nick Fury come on screen after… https://t.co/0fuvmcVJd5
382	0	0	RT @CBR: Spider-Man Takes On Thanos in New #InfinityWar TV Spot
https://t.co/2TBitQqnV4 https://t.co/K9aSgsb2Gf
383	0	0	@MarvelStudios I was late to the game but started with a bang! Attended the @ElCapitanThtre 28 hour marathon for Ul… https://t.co/y97rcVSThm
384	1	0	These are the essential Marvel films to watch before #Avengers #InfinityWar.

➡️: https://t.co/Q0QsbU9tBK https://t.co/gEVhnh0EX7
385	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
386	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
387	1	0	RT @Marvel: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/ScemkA09Uo
388	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
389	1	0	RT @geekfye_: 10 DAYS...

#avengers #infinitywar #avengersinfinitywar #marvel #marvelstudios #mcu #geekfyi https://t.co/cYX5MyfTRA
390	0	0	His quest for the Infinity Stones began long before #InfinityWar sounded its drums of war.
391	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/VpADpr6nIw
392	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
393	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
394	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
395	2	0	OK Y'ALL THEY DIDN'T MADE HER AS STRONG AS SHE IS IN COMICS BUT HER HEX HAS IMPROVED. #InfinityWar https://t.co/SbYxK6aaaQ
396	0	0	@MarvelStudios Went to Iron Man at a special showing a day before it opened and knew it was going to be something s… https://t.co/CIPBbyisVN
397	4	0	RT @hiddlesbb: This was funny Tom.😅
#TomHiddleston #infinitywar https://t.co/5jLq44FoLy
398	0	0	Textless Infinity War posters!!! 

#InfinityWar https://t.co/GXb32ttVH2
399	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
400	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
401	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
402	1	0	RT @thorofficial: It’s all been leading to this. @Avengers: #InfinityWar #Thor https://t.co/AhZrizlpew
403	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
404	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
405	0	0	@MarvelStudios Iron man of course!! #Avengers #InfinityWar
406	1	0	@MarvelStudios It all started when @slashfilm made me watch them all ☺️ #avengers #InfinityWar
407	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #Gamora https://t.co/Iz1dUAG1PL
408	0	0	.@MarvelStudios I've been buying comic books since I was a kid and I've seen all of the movies
#Avengers + #InfinityWar
409	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
410	0	0	An entire universe. Once and for all #Avengers #InfinityWar
411	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
412	0	0	@MarvelStudios I was in middle school when my dad took me to watch #ironman in theaters. The rest is history. Now,… https://t.co/9MJLkLuHRL
413	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
414	0	0	An entire universe. Once and for all #Avengers #InfinityWar
415	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
416	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
417	1	0	RT @Avengers: It’s all been leading to this. #InfinityWar #IronMan https://t.co/a5IyqyDcdZ
418	1	0	#InfinityWar #Avengers got into marvel because my dad had read comics growing up and as soon as I could comprehend… https://t.co/vyLeyhdCXy
419	0	0	@MarvelStudios With this guy
#Avengers + #InfinityWar https://t.co/ZwJQf3sSx1
420	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
421	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
422	0	0	RT @Marvel: Assemble the sweetest breakfast on Earth with these @Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/J4jmlS1…
423	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
424	0	0	RT @SFXmagazine: The @Avengers #InfinityWar directors reveal the X-Men character they wish could have made it into the movie https://t.co/X…
425	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
426	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
427	0	0	@gofooji An entire universe. Once and for all #Avengers #InfinityWar
428	1	0	RT @Avengers: It’s all been leading to this. #InfinityWar #BlackWidow https://t.co/8Fu3F3rnz2
429	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
430	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
431	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
432	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
433	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
434	0	0	@MarvelStudios 9 year old me, sitting in the theater watching Iron Man #Avengers #InfinityWar
435	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
436	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
437	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
438	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
439	0	0	@MarvelStudios It all started with Civil war ! #Avengers  #InfinityWar
440	-1	3	@MarvelStudios it’s not available in my country 😭 #Avengers #InfinityWar
441	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
442	0	0	RT @CBR: How Ant-Man and The Wasp Connects to #InfinityWar 
https://t.co/GyBTXNakeF https://t.co/wjshdLxKCM
443	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
444	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
445	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
446	1	0	@MarvelStudios Ive saw some Marvel movies but my real journey began with the Black Panther. After that I knew about… https://t.co/R8Aj91L25o
447	1	0	Okay so like 13 I had this group of guys I would go to the movies with basically every wednesday. Then on one of th… https://t.co/SPplHUNhfy
448	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
449	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
450	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
451	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
452	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
453	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
454	0	0	An entire universe. Once and for all #Avengers #InfinityWar
455	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
456	0	0	YES. ITS 7 DAYS TILL INFINITY WAR IN PH.

#InfinityWar
457	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
458	0	0	@MarvelStudios @Avengers Ever since watching first Iron Man then seeing it again after finding  out about that end… https://t.co/A4OtgpdZYo
459	1	0	RT @Iron_Man: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/rzQGhDBr3j
460	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
461	0	0	RT @MarvelEntCA: In 10 Days, be a part of the legacy. Avengers #InfinityWar is in theatres April 27! Get your tickets now
462	0	0	@MarvelStudios my family originally only saw the #Avengers to see the scenes shot in cleveland, but hen my brother… https://t.co/hKaZE16ydO
463	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
464	0	0	I remember watching Iron Man 1 over someone’s shoulder through the gaps in the seats on a school trip bus bc I was… https://t.co/mDiGJyRGTg
465	0	0	RT @MarvelStudios: Check out the exclusive @Avengers: #InfinityWar @DolbyCinema poster. Get tickets: https://t.co/xQsJemiGws https://t.co/5…
466	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
467	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
468	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
469	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
470	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
471	0	0	RT @hiddlesbb: https://t.co/ta8U0KXGK4 
Chris Hemsworth canceled his participation in the premiere in Shanghai, all the details in the page…
472	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
473	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
474	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
475	0	0	Spidey kicking Thanos in this new TV spot. #InfinityWar 9 more days. https://t.co/CrZPzmeWbz https://t.co/Hy6Rc116AC
476	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
477	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
478	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
479	7	6	NEW VIDEO 😀😃 Hulk digital coloring
https://t.co/MaZa0kF0JW
😠😡
#hulk #thehulk #avengers #marvel #marvelavengers… https://t.co/Nte4ZEQAdm
480	0	0	RT @getFANDOM: .@TomHolland1996 kicking Thanos in the face is the fist-pump moment you need today 👊 #InfinityWar https://t.co/Rp1PmKIu9I
481	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
482	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
483	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
484	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
485	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
486	1	0	@MarvelStudios @thorofficial #Avengers+#InfinityWar I have watched all of the marvel movies and started off with ca… https://t.co/bHbjFQ17dt
487	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
488	1	0	I started my Marvel journey in 2012 with Avengers, I was not a big superhero fan at the time, but it opened a whole… https://t.co/xvsytWRKNo
489	0	0	@MarvelStudios my journey started back in 2016, the person i was dating at the time introduced me the the mcu and i… https://t.co/9rvT6REXyr
490	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
491	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
492	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
493	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
494	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
495	0	0	RT @cyanwhisky: #infinitywar #Mantis  umm... looks familiar🙃??? https://t.co/zFBLr5JNKQ
496	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
497	0	0	My journey started in 2008 after the first Iron Man was released. Quite literally changed my life. #10Years… https://t.co/JbEkdRuv1i
498	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
499	1	5	RT @lizziethat: If you kill Loki in front of his brother I'm gonna BURN SHIT DOWN, Marvel. BURN. SHIT. DOWN. #InfinityWar https://t.co/K7k4…
500	1	0	Was 13 when I first saw Iron Man. My dad kept telling me how good it was but I didn't believe him. All I really kne… https://t.co/415FDzXMfD
501	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
502	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
503	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
504	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
505	1	0	Ive read a couple of comics and knew a bit about superheroes, but when I saw the first Iron Man I was instantly hoo… https://t.co/lC0Q8mU2Uh
506	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
507	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
508	0	0	@MarvelStudios I’ve been here since my dad bought me an Iron Man ipod case #Avengers #InfinityWar
509	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
510	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
511	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
512	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
513	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
514	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
515	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
516	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
517	1	0	RT @huluyzx: #spiderman kick to the face boom. Morning everyone. #InfinityWar https://t.co/or8l177azP
518	0	0	@MarvelStudios @gofooji I started by going to see The Avengers midnight premiere with a group of friends. We all th… https://t.co/tAV6I1RDvm
519	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
520	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
521	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
522	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
523	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
524	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
525	0	3	@MarvelStudios Inside the dark, damp cave with Tony stark!  #Avengers + #InfinityWar
526	0	0	@MarvelStudios I saw Iron Man in theaters in 5th grade during a friend’s birthday party #Avengers #InfinityWar
527	0	1	I was in high school when Iron Man first came out but I wasn't fully into the MCU until the rumors about a full on… https://t.co/N9m6LLXhKL
528	0	0	10 days until #InfinityWar ... should we all start crying now?
529	1	0	@MarvelStudios It started from Iron man, definitely! It was refreshing, but then Captain America is the real culpri… https://t.co/OvLFbjz5Fq
530	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
531	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
532	12	0	An entire universe. Once and for all #Avengers #InfinityWar ❤️❤️❤️❤️
533	0	0	An entire universe. Once and for all #Avengers #InfinityWar
534	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
535	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
536	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
537	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
538	1	0	RT @MarvelStudios: @uri_omg Ready? Let's go. https://t.co/kBcfSmTQ6e #Avengers #InfinityWar #10Days
539	1	0	RT @Iron_Man: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/rbT8z0sa5S
540	1	0	RT @Avengers: Check out the exclusive @RealD3D Marvel Studios' "Avengers: #InfinityWar" poster, and see the film in theaters April 27! Get…
541	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
542	0	0	An entire universe. Once and for all #avengers #InfinityWar 🙃
543	1	1	@BrothersInLight Not gonna lie kinda, it’s nice to see these heroes who thought they were untouchable all of sudden… https://t.co/BwX5huz1IJ
544	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
545	2	0	RT @Iron_Man: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/yhRZaQYVpD https:…
546	3	1	@MarvelStudios I started when me and my cousin watched Thor in the cinemas, I’m very curious about the plot 😁 After… https://t.co/tNRHqSUVJC
547	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
548	0	1	RT @cyanwhisky: #InfinityWar star lord's nightmare⚡️ https://t.co/IAhrQpd4CY
549	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
550	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
551	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
552	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
553	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
554	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
555	3	0	Thanks for my #Avengers prize @gofooji 
Black Widow for the win!
#InfinityWar https://t.co/QdxJfasT8x
556	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
557	0	0	@MarvelStudios this guy!!! @gofooji #Avengers + #InfinityWar. https://t.co/nkCtmhs3vn
558	1	0	RT @AshBG: Less than one week till I'm in LA for #InfinityWarEvent!! Can't wait to celebrate @Avengers with my fellow bloggers!! https://t.…
559	0	0	An entire universe. Once and for all #Avengers #InfinityWar
560	3	0	@MarvelStudios THIS MOVIE AND THIS PARTICULAR SCENE ❤️

#Avengers #InfinityWar https://t.co/IgaX6Ly4xt
561	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
562	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
563	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
564	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
565	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
566	1	0	@MarvelStudios Started like many ten years ago w/ #IronMan - my daughter for the action, me for @RobertDowneyJr. Ir… https://t.co/0vISG4H62b
567	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
568	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
569	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
570	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
571	0	0	@MarvelStudios #avengers + #infinitywar The first midnight showing I ever saw was Captain America: The First Avenge… https://t.co/3NCs2avAte
572	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
573	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
574	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
575	2	0	Watch Spider-Man: Homecoming and Get Ready for Infinity War #InfinityWar #Marvel https://t.co/m0CveerjaR
576	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
577	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
578	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
579	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
580	1	0	Se excited for #Avengers + #InfinityWar! @gofooji
