ID	Positive_score	Negative_score	Content
730	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
731	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
732	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
733	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
734	1	0	Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #InfinityWar.
735	1	0	@MarvelStudios Watched #IronMan in Michigan and loved this scene. At that point I was all in #Avengers +… https://t.co/Fj6CbXlm2u
736	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
737	1	1	@MarvelStudios Watching Iron Man on opening weekend. Shocked at how awesome the movie was! #Avengers + #InfinityWar
738	1	0	Less than one week till I'm in LA for #InfinityWarEvent!! Can't wait to celebrate @Avengers with my fellow bloggers… https://t.co/qqVr4yaLjs
739	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
740	1	0	RT @marvelunsolved: Peter &amp; Tony against Thanos, what a powerful family. #InfinityWar https://t.co/7Z7PCArgjW
741	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
742	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
743	0	0	@MarvelStudios My friends convinced me to watch Age of Ultron when it came out so I decided to watch Avengers first… https://t.co/8cqIIw95kQ
744	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
745	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
746	0	0	RT @partygirlu2: New tv spot #DoctorStrange #InfinityWar https://t.co/TOa8xxSxNL
747	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
748	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
749	0	0	RT @MatthewACherry: .@Marvel really giving us #BlackPanther and #InfinityWar back to back in a 2 month span https://t.co/nsD711LNTQ
750	0	0	@MarvelStudios I've been here since august 2011 with Captain America : First Avenger. Joining the MCU fandom was th… https://t.co/4cCFGujr6V
751	1	0	Tweet on twitter 

Tweet #Avengers + #InfinityWar

Get free infinity wars stuff sent to you from Fooji
752	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
753	2	0	@MarvelStudios With all this love and awesome movies #avengers #infinitywar
754	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
755	0	0	@MarvelStudios i read about Iron Man when i was about 5/6, and then saw Iron Man when i was 12, and he's been with… https://t.co/tKex84QMWB
756	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
757	0	0	RT @RegalMovies: Check out @theMoviebill exclusive @AVENGERS: #InfinityWar COVER ART! Get your hands on the full edition opening weekend st…
758	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
759	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
760	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
761	0	0	@MarvelStudios Seeing the first Iron Man movie #Avengers #InfinityWar
762	1	0	RT @Avengers: Where will you be when it all ends? See Marvel Studios' "Avengers: #InfinityWar" in theaters April 27. Get tickets now: https…
763	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
764	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
765	3	0	@MarvelStudios @gofooji I started my MCU journey where it all began: Iron Man #1 !! The rest is history ❤️✨🙌🏻… https://t.co/ERoAIOgh03
766	0	0	CAN. NOT. WAIT! #InfinityWar https://t.co/pBjKSlXANY
767	1	0	@MarvelStudios I rewatched the first Iron Man and it brought back so much memories, to think it would end up like t… https://t.co/iHBHPeIzj4
768	0	2	It’s a terrible loss these days to hear that a respected actor has been swallowed by the Disney-Marvel-SW toy compl… https://t.co/4IL5wNDFQC
769	0	0	RT @cyanwhisky: #infinitywar #Mantis  umm... looks familiar🙃??? https://t.co/zFBLr5JNKQ
770	2	0	RT @DrStrange: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4Ud3pIbq13 https…
771	1	0	RT @CNET: Here you go, the perfect order to watch *every* @Marvel movie before #InfinityWar in just 10 short days:
1️⃣ Captain America 
2️⃣…
772	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
773	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
774	1	0	@MarvelStudios I love it. #Avengers + #InfinityWar
775	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
776	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
777	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
778	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
779	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
780	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
781	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
782	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
783	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
784	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
785	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
786	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
787	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
788	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
789	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
790	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
791	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
792	0	0	@MarvelStudios #Avengers + #InfinityWar - Can't wait for the next chapter!!! Been reading the comics all my life!
793	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
794	1	0	RT @SniktAndThwip: @MarvelStudios Right at the beginning going to the cinema to watch Iron Man
#Avengers + #InfinityWar
795	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
796	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
797	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
798	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
799	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
800	0	0	RT @MarvelStudios: Watch the new Avengers: #InfinityWar trailer. Get your tickets now: https://t.co/xQsJemiGws https://t.co/Pv9UmDBAsN
801	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
802	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
803	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
804	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
805	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
806	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
807	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
808	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
809	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
810	0	0	@MarvelStudios Went with my parents to see #IronMan way back in 2008, on opening day. My mind exploded seeing Nick… https://t.co/vrrpktHj5T
811	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
812	0	0	@MarvelStudios I can literally remember the exact time, date, and location I went to see The Avengers loool, and I… https://t.co/YYwr7rzMDa
813	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
814	1	0	Started with Iron Man, yo. Then in love with spiderman &lt;3 #Avengers + #InfinityWar
815	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
816	2	0	RT @Hulk: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/T0vGjAPGGL https://t.…
817	0	0	@MarvelStudios @gofooji Recon the location #Avengers #InfinityWar
818	1	0	@MarvelStudios I knew who Iron Man and the rest were, so I knew the first film was going to be fun, but I had NO CL… https://t.co/8kvSAijby2
819	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
820	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
821	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
822	1	0	@MarvelStudios Saw Iron Man at the theater right next to the Epic (Fortnite) headquarters in Cary, NC. #Avengers #InfinityWar
823	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
824	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
825	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
826	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
827	2	0	As a lifelong #IronMan and Marvel fan, it's nice to tell people that you're a fan of the comic character and not th… https://t.co/8hjRwfza33
828	1	-1	@MarvelStudios My trip started from Iron Man 1 and since then i have not missed any movie, I love the MCU #avengers #InfinityWar
829	2	1	@MarvelStudios 10 year old me falling in love with my new (and current) favorite superhero with my dad taking me to… https://t.co/e2VJ29kvFI
830	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
831	1	0	@MarvelStudios i watched the amazing spiderman and then started to watch all the mcu movies because i got so excite… https://t.co/yaF7LCQpy1
832	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
833	4	0	RT @marinabaysands: .@RobertDowneyJr loves all of you at the #AvengersSg #InfinityWar Red Carpet! 😘 #MarinaBaySands #HomeOfRedCarpets @Marv…
834	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
835	1	0	RT @MarvelStudios: @MrMehmetTE Ready? Let's go. https://t.co/3PqAVORy7z #Avengers #InfinityWar #10Days
836	1	0	@MarvelStudios @Avengers 47-year old fan of Marvel Comics and @MarvelStudios with my family! Started with @IronMan… https://t.co/jHKF6SxRoA
837	0	0	RT @Marvel: Assemble the sweetest breakfast on Earth with these @Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/J4jmlS1…
838	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
839	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
840	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
841	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
842	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
843	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
844	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
845	0	0	@MarvelStudios @MarvelStudios from day one, when @RobertDowneyJr became the personification of #TonyStark for… https://t.co/D0OksvTLCH
846	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
847	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
848	1	0	@MarvelStudios With all these awesome movies #avengers #infinitywar
849	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
850	0	0	RT @wakandapwr: Y'ALL IF YOU LIVE IN THESE AREAS, TWEET @MarvelStudios TELLING THEM HOW YOUR JOURNEY IN THE MCU STARTED USING THESE TAGS: #…
851	0	0	@MarvelStudios RDJ started it all #Avengers #InfinityWar
852	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
853	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
854	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
855	0	0	Thor was where I started, but I really began my journey with @CaptainAmerica followed closely by The @Avengers I've… https://t.co/PgVvDlBOkD
856	0	0	RT @CBR: Spider-Man Takes On Thanos in New #InfinityWar TV Spot
https://t.co/2TBitQqnV4 https://t.co/K9aSgsb2Gf
857	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
858	0	0	.@Marvel really giving us #BlackPanther and #InfinityWar back to back in a 2 month span https://t.co/nsD711LNTQ
859	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
860	0	0	@MarvelStudios I started my journey with the #Avengers when I was a toddler   my older brother would read me the ma… https://t.co/HUKAs5u2nh
861	0	0	RT @MarvelStudios: @LaurenGallaway The universe changes forever. #Avengers #InfinityWar #10Days
862	0	0	An entire universe. Once and for all #Avengers #InfinityWar
863	0	0	@MarvelStudios @gofooji Obsessed since childhood!! #Avengers #InfinityWar
864	1	0	RT @MarvelStudios: @starstucky Ready? Let's go. https://t.co/x3NF4hBKGi #Avengers #InfinityWar #10Days
865	0	1	@MarvelStudios The first look was Doctor Strange in 2016. Next one was Thor Ragnarok last year and after it I had t… https://t.co/wQmRO2VAEf
866	0	0	RT @InfiniteUniPod: When you need to keep the time while destroying half the universe. 
#Thanos #AvengersInfinityWar #Avengers #InfinityWar…
867	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
868	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
869	0	0	RT @thedisneycrew19: Eight days from today I will be starting the Avengers Marathon at Disney Springs AMC!!! So hyped up for 33 hours of mo…
870	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
871	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
872	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
873	0	0	@MarvelStudios started when my dad kinda forced me to go watch Thor with him by making me believe we were gonna see… https://t.co/JjQ5twags1
874	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
875	1	0	Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #InfinityWar.
876	0	0	RT @MarvelStudios: Check out the exclusive @Avengers: #InfinityWar @DolbyCinema poster. Get tickets: https://t.co/xQsJemiGws https://t.co/5…
877	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
878	2	0	RT @DrStrange: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4Ud3pIbq13 https…
879	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
880	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
881	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
882	0	1	RT @GeeksOfColor: Avengers: We need someone to distract thanos. 
Bucky: 
#InfinityWar https://t.co/xPpwv7ldOS
883	1	0	RT @HiddlesPage: Video: Tom Hiddleston Leads Avengers Playing "Who's Most Likely".
https://t.co/jBnyJ1PykM 
#Loki #WinterSoldier #InfinityW…
884	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
885	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
886	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
887	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
888	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
889	0	0	RT @antovolk: Take yourself back to seeing THOR: RAGNAROK on opening night with a packed crowd...and this comes on at the end of the credit…
890	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
891	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
892	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
893	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
894	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
895	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
896	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
897	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
898	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
899	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
900	0	0	RT @wandamaxilusion: WE NEED THIS TO HAPPEN #InfinityWar #InfinityWarTH https://t.co/dJ2e6nlX1p
901	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
902	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
903	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
904	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
905	0	1	Me: I don’t want any spoilers for #InfinityWar at all. Nobody spoil it for me.
Also me: *watches all clips and trai… https://t.co/IIctJpBbYL
906	0	0	An entire universe. Once and for all #Avengers #InfinityWar 💥🔥
907	1	0	RT @Marvel: See Marvel Studios' @Avengers: #InfinityWar in theaters April 27. Get tickets now: https://t.co/UiS1rbHQrS https://t.co/nPCNAao…
908	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
909	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
910	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
911	3	1	@MarvelStudios @Marvel I started with Iron Man and fell in love. It has been an amazing decade and am so glad I’ve… https://t.co/ahHQ7qNusu
912	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
913	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
914	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
915	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
916	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
917	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
918	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
919	1	0	@MarvelStudios Been on this amazing journey since my dad showed me the first Iron Man movie on DVD #Avengers + #InfinityWar
920	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
921	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
922	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
923	0	0	RT @JoshRossiPhoto: Jackson Sommers has been bullied because he does things differently due to having 35% of his cerebellum missing. See ho…
924	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
925	2	0	@MarvelStudios My dad took me to see The Avengers to my hesitation and I adored it. Been a Marvel fan ever since. #Avengers + #InfinityWar
926	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
927	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
928	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
929	3	0	RT @alexleo2807: Marvel. @RobertDowneyJr if you ever come by this tweet... I love you, we all love you... continue being you &amp; we, your fan…
930	0	0	@MarvelStudios #Avengers + #InfinityWar

First I saw Iron Man ☄️
931	5	0	RT @alexleo2807: Thank you for being Iron Man, Thank you for helping children like Aaron Hunter &amp; Thank you for making dreams become realit…
932	1	0	RT @MarvelStudios: @flwshs Ready? Let's go. https://t.co/pyMuVDBAPZ #Avengers #InfinityWar #10Days
933	1	0	@MarvelStudios First Ironman, i remenber thinking that is the best adaptation from comics to movie ever made, somet… https://t.co/3fcbpH2niM
934	2	0	RT @Iron_Man: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/yhRZaQYVpD https:…
935	1	1	Saw @ChrisEvans on my tv and fell in love. Asked who he was and where I could watch more of him. I was told to chec… https://t.co/DjBYxC4lhM
936	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
937	0	0	@MarvelStudios First MCU movie I saw was Ant-Man #Avengers #InfinityWar
938	3	0	RT @alexleo2807: I would like to Thank him &amp; I hope that one day, I can meet him. @RobertDowneyJr is a real hero, not because he plays one…
939	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
